id	cups	procedimiento								D	D				D
1857	903416	Colinesterasa serica [seudocolinesterasa]													
1856	903415	Colinesterasa en eritrocitos [verdadera o acetilcolinesterasa]													
1534	903413	Ceruloplasmina por nefelometria													
1533	903412	Ceruloplasmina por idr													
657	903410	Apolipoproteinas b													
656	903409	Apolipoproteinas a1													
248	903407	Alfa 1 glicoproteina acida													
246	903406	Alfa 1 antitripsina por nefelometria													
245	903405	Alfa 1 antitripsina por idr													
239	903402	Aldolasa													
137	903401	Adenosin deaminasa [ada]													
4684	903301	Galactosa													
4465	903202	Fenilalanina en orina													
4467	903201	Fenilalanina post. curva de tolerancia con estimulo de bh-4													
94	903113	Acido vanilmandelico [vma] en orina de 24 h													
74	903112	Acido piruvico [piruvato]													
69	903109	Acido lactico [l-lactato] por metodo enzimatico													
68	903108	Acido lactico [l-lactato] por fluor ometria													
66	903107	Acido homovanilico en orina de 24 h													
63	903105	Acido folico en eritrocitos													
62	903104	Acido folico [folatos] en suero													
58	903103	Acido delta aminolevulinico [ala] en orina de 24 h													
53	903102	Acido 5 hidroxi indolacetico en orina de 24 h													
95	903101	Acidos biliares													
7540	903043	PRUEBA DE ALIENTO [13 C UREA] PARA Helicobacter pilory													
10179	903042	Transferrina por idr													
9295	903041	Saturacion de transferrina													
7516	903039	Proteina transportadora de hormonas sexuales [pths]													
7383	903038	Porfobilinogeno en orina de 24 h por cromatografia													
7382	903037	Porfobilinogeno en orina													
7380	903036	Porfirinas en sangre													
7379	903035	Porfirinas en orina de 24 h [uroporfirinas]													
6917	903031	Osmolaridad en suero													
6916	903030	Osmolaridad en orina													
6765	903029	Normetaepinefrina en orina de 24 h													
6493	903028	MICROALBUMINURIA SEMIAUTOMATIZADA													
6485	903027	Microalbuminuria													
6487	903026	Microalbuminuria automatizada en orina parcial													
6491	903025	Microalbuminuria por ria													
6490	903024	Microalbuminuria por nefelometria o turbidimetria													
6489	903023	Microalbuminuria por eia													
6448	903022	Metaepinefrinas en orina -24h-													
5953	903021	Lactogeno placentario													
5018	903019	Haptoglobina por nefelometria													
5017	903018	Haptoglobina por idr													
4492	903016	FERRITINA													
3758	903015	Esterasa pancreatica. enzima alfa naftil-cloracetato													
3757	903014	Esterasa pancreatica. enzima alfa naftil-butirato													
3730	903013	Espermograma con bioquimica													
1464	903009	Catecolaminas fraccionadas o diferenciadas y totales en orina de 24 h o plasma													
1463	903007	Catecolaminas fraccionadas o diferenciadas [adrenalina o epinefrina y noradrenalina o norepinefrina] en plasma													
1462	903006	Catecolaminas fraccionadas o diferenciadas [adrenalina o epinefrina y noradrenalina o norepinefrina] en orina de 24 h													
1453	903005	Carotenos													
1340	903004	Calculo renal. analisis fisico-quimico cuantitativo													
1337	903003	Calculo biliar. analisis fisico-quimico cuantitativo													
252	903001	Alfa 2 macroglobulina													
10025	902224	Titulo anti d													
7877	902223	Recuento de reticulocitos. metodo manual													
7876	902222	Recuento de reticulocitos. metodo manual													
7875	902221	Recuento de plaquetas. metodo manual													
7874	902220	RECUENTO DE PLAQUETAS AUTOMATIZADO													
3491	902219	EOSINÓFILOS EN MOCO NASAL													
7871	902218	Recuento de eosinofilo en moco nasal por coloracion de han													
7870	902217	Recuento de eosinofilo en cualquier muestra													
7559	902216	Prueba de torniquete [fragilidad capilar]													
5111	902215	Hemoparasitos extendido de sangre periferica													
5110	902214	HEMOPARASITOS EXTENDIDO DE GOTA GRUESA													
5082	902213	Hemoglobina													
5064	902212	Hemoclasificacion grupo abo y factor rh													
5020	902211	Hematocrito													
5106	902210	Hemograma iv [hemoglobina. hematocrito. recuento de eritrocitos. indices eritrocitarios													
5105	902209	Hemograma iii [hemoglobina. hematocrito. recuento de eritrocitos. indices eritrocitario													
5104	902208	HEMOGRAMA II (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS ÍNDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS E ÍNDICES PLAQUETARIOS) SEMIAUTOMATIZADO													
5103	902207	Hemograma i [hemoglobina. hematocrito y leucograma] metodo manual													
4041	902206	Extendido de sangre periferica. estudio de morfologia													
3537	902205	ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG] AUTOMATIZADA													
3536	902204	Eritrosedimentacion [velocidad sedimentacion globular - vsg]													
2172	902203	Coombs indirecto. prueba cuantitativa													
2170	902202	Coombs indirecto. prueba cualitativa													
2169	902201	Coombs directo. prueba cualitativa													
7543	902120	Prueba de ciclaje [celulas falciformes o drepanocitos]													
6451	902118	Metahemoglobina. cuantitativa													
6450	902117	Metahemoglobina. cualitativa													
5108	902115	Hemolisis acida [prueba de ham]													
5095	902114	Hemoglobina materna y fetal													
5093	902113	Hemoglobina libre en plasma													
5087	902112	Hemoglobina fetal por cromatografia de alta resolucion													
5085	902111	Hemoglobina fetal													
5084	902110	Hemoglobina a2 por cromatografia de alta resolucion													
4871	902109	Glucosa 6 fosfato deshidrogenasa. cuantitativa													
4870	902108	Glucosa 6 fosfato deshidrogenasa. cualitativa													
4645	902107	Fragilidad osmotica de eritrocitos													
2514	902103	Cuerpos de heinz. prueba inducida por fenilhidrazina													
2513	902102	Cuerpos de heinz. prueba directa													
1521	902101	Celulas l.e.													
9959	902049	Tiempo de tromboplastina parcial [ptt]													
9958	902048	Tiempo de trombina													
9957	902047	Tiempo de sangria estandarizado													
9956	902046	Tiempo de sangria [ivy o duke]													
9955	902045	Tiempo de protrombina [pt]													
9954	902043	Tiempo de coagulacion													
9091	902041	Retraccion de coagulo													
7556	902038	Prueba de protamina													
7459	902032	Productos de degradacion de fibrinogeno [pdf]													
7281	902029	Plasminogeno													
5121	902026	Heparina. dosificacion por cromogenos													
5120	902025	Heparina. dosificacion por coagulacion													
4504	902024	Fibrinogeno. coagulacion													
4434	902023	Factor xiii [fsf. factor estabilizante de la fibrina o tiempo de lisis]													
4432	902022	Factor xii [factor de hageman. de contacto]													
4430	902021	Factor xi [pta]													
4428	902020	Factor x [stuart prower]													
4425	902019	Factor von willebrand													
4424	902018	Factor viii de la coagulacion													
4422	902017	Factor vii de la coagulacion [estable o proconvertina]													
4419	902016	Factor v de la coagualcion [labil o proacelerina]													
4408	902015	Factor iii plaquetario													
4410	902014	Factor ix de la coagulacion [christmas o ptc]													
2897	902011	Diluciones de tiempo de tromboplastina parcial [ptt]													
7553	902010	PRUEBA DE MEZCLAS DEL TIEMPO DE PROTOMBINA													
554	902009	Antitrombina iii por nefelometria													
553	902008	Antitrombina iii por idr													
552	902007	Antitrombina iii por cromogenos													
551	902006	Antitrombina iii por coagulacion													
481	902004	Anticoagulante lupico													
178	902003	Agregacion plaquetaria. curva													
177	902002	Agregacion plaquetaria. cada agente													
7560	901502	Prueba de tzanck													
7563	901406	Prueba intradermica de alergias con aeroalergenos. alimentos. venenos de insectos y/o medicamentos													
7551	901405	Prueba de machado guerreiro [tripanosoma cruzi]													
7552	901404	Prueba de mantoux [tuberculina]													
7554	901403	Prueba de montenegro [leishmania]													
5832	901402	Intradermoreaccion para comprobar inmunidad contra bacterias. hongos. parasitos o virus													
4655	901326	Frotis de leishmania													
3936	901325	EXAMEN DIRECTO DE CUALQUIER MUESTRA													
9577	901321	Streptococcus BETA HEMOLÍTICO GRUPO A (PRUEBA DIRECTA)													
9581	901311	Streptococcus pneumoniae [pneumococcus] serotipificacion													
9578	901310	Streptococcus beta hemolitico grupo a [prueba rapida o directa]													
9575	901309	Staphilococcus aureus. serotipificacion													
9443	901308	Shiguella. serotipificacion													
6658	901307	Neisseria meningitidis. serotipificacion por latex													
6240	901306	Listeria. serotipificacion													
3940	901305	Examen directo para hongos [koh]													
3938	901304	EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA													
3937	901303	Examen directo fresco de cualquier muestra													
3561	901302	Escherichia coli enteropatogena. materia fecal por serotipificacion													
10567	901237	UROCULTIVO (ANTIBIOGRAMA CONCENTRACIÓN MÍNIMA INHIBITORIA MANUAL)													
10569	901236	Urocultivo [antiograma mic manual]													
10565	901235	Urocultivo (antibiograma de disco)													
10568	901234	Urocultivo [antiograma mic automatico]													
6656	901233	Neisseria meningitidis CULTIVO													
6761	901232	Nocardia spp. cultivo hongos													
6657	901231	Neisseria meningitidis. cultivo													
6601	901230	Mycobacterium tuberculosis CULTIVO													
6608	901229	Mycoplasma. cultivo													
6602	901227	Mycobacterium tuberculosis. cultivo													
6483	901226	Micobacterias no tuberculosas. cultivo													
5076	901224	Hemocultivo anaerobio por metodo manual													
5075	901223	Hemocultivo anaerobio por metodo automatico													
5074	901222	Hemocultivo aerobio por metodo manual													
5073	901221	Hemocultivo aerobio por metodo automatico													
2534	901219	Cultivo para virus													
2519	901218	Cultivo de hongos micosis superficial													
2529	901217	Cultivo para microorganismos en cualquier muestra diferente a medula osea, orina y heces.													
2522	901216	Cultivo especiales para otros microorganismos													
2518	901215	Cultivo anaerobios cualquier muestra diferente a medula osea													
2530	901214	Cultivo para microorganismos en cualquier muestra diferente a medula osea. orina y heces *													
2528	901213	Cultivo para microorganismos anaerobios en medula osea													
2527	901212	Cultivo para microorganismos aerobios en medula osea													
2526	901211	Cultivo para micobacterias en medula osea													
2521	901210	CULTIVO ESPECIAL PARA OTROS MICROORGANISMOS EN CUALQUIER MUESTRA													
2520	901209	Cultivo de liquidos corporales: bilis. l.c.r. peritoneal. pleural. ascitico. sinovial. otros diferente a orina.													
2498	901208	Cryptococcus neoformans. cultivo													
2175	901206	Coprocultivo													
1273	901202	Bordetella pertussis CULTIVO													
123	901201	Actinomyces. cultivo hongos													
1001	901111	BACILOSCOPIA COLORACIÓN ÁCIDO ALCOHOL RESISTENTE [ZIELH-NEELSEN] LECTURA SERIADA TRES MUESTRAS													
1914	901108	Coloracion tricromica modificada y lectura													
1911	901107	Coloracion gram y lectura para cualquier muestra													
1913	901106	Coloracion romanowsky y lectura *													
1910	901105	Coloracion fluor escente naranja de acridina y lectura													
1907	901104	COLORACIÓN AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA													
1909	901103	Coloracion de azul de metileno y lectura para cualquier muestra													
1908	901102	Coloracion de albert [loeffler] y lectura													
1906	901101	Coloracion acido alcohol resistente [zielh-nielsen] y lectura o baciloscopia													
6596	901007	Mycobacterium PRUEBAS DE SENSIBILIDAD													
6064	901005	LEVADURAS PRUEBA DE SENSIBILIDAD POR DILUCIÓN													
480	901003	Antibiograma (mic) metodo manual													
479	901002	Antibiograma (mic) metodo automatico													
478	901001	Antibiograma (disco)													
4575	899999	Fluor barniz													
3898	898304	Estudios anatomopatologicos posmortem de feto y placenta													
3899	898303	Estudios anatomopatologicos posmortem de organos o tejidos													
983	898302	Autopsia parcial (viscerotomia)													
982	898301	Autopsia completa													
3872	898270	Estudio de receptores hormonales en especimen con mapeo													
3857	898267	Estudio de microscopia electronica en especimen con mapeo													
3811	898266	Estudio de citometria de flujo en especimen con mapeo													
3802	898265	Estudio de biologia molecular en especimen con mapeo													
3835	898264	Estudio de coloracion inmunofluor escencia en especimen con mapeo													
