id,cups,procedimiento,ide
9117,1346,Revision o remocion de electrodos de neuro estimulacion. espinales,8996
8025,13461,Reduccion abierta fractura rotula,8997
5418,1347,Incision para la colocacion subcutanea de receptor de neuroestimulacion. acoplamiento directo o inductivo,8998
6971,13470,Osteosintesis en femur (diafisis),8999
6970,13471,Osteosintesis en femur (cuello. intertrocanterica. supracondilea),9000
6973,13472,Osteosintesis en rotula,9001
9118,1348,Revision o remocion de receptor de neuroestimulador. espinal,9002
339,13480,Amputacion del muslo,9003
2695,13481,Desarticulacion de la rodilla,9004
3127,13500,Drenaje. curetaje. secuestrectomia. de tibia o perone,9005
3124,13501,Drenaje. curetaje. secuestrectomia. de huesos pie (excepto falanges),9006
3131,13502,Drenaje. curetaje. secuestrectomia. falanges pie (una a dos),9007
3130,13503,Drenaje. curetaje. secuestrectomia. falanges pie (tres o mas),9008
8449,1351,Reparacion fistula liquido cefalorraquideo,9009
4153,13510,Extraccion cuerpo extrano de tibia o perone,9010
4181,13511,Extraccion cuerpo extrano pie,9011
4343,13512,Extraccion no quirurgica de material de osteosintesis en pierna. tobillo o pie,9012
4371,13513,Extraccion quirurgica de material de osteosintesis en pierna. tobillo o pie,9013
5624,1352,Injerto dural,9014
7004,13520,Osteotomia de tibia o perone,9015
6993,13521,Osteotomia de huesos pie,9016
7028,13522,Osteotomia falanges pie (una a dos),9017
7027,13523,Osteotomia falanges pie (tres o mas),9018
5031,13524,Hemidiafisectomia en tibia y perone,9019
5029,13525,Hemidiafisectomia en huesos pie,9020
908,13530,Astragalectomia,9021
5662,13540,Injerto oseo en tibia o perone,9022
5660,13541,Injerto oseo en pie,1367
3519,13542,Epifisiodesis tibia o perone,1368
9139,13543,Revision y/o reconstruccion de munon de amputacion pierna,1369
9138,13544,Revision y/o reconstruccion de munon de amputacion pie o de tres o mas artejos,1370
9134,13545,Revision y/o reconstruccion de munon de amputacion artejos pie (uno a dos),1371
8975,13546,Reseccion tumor benigno tibia o perone,1372
8970,13547,Reseccion tumor benigno huesos pie,1373
9003,13548,Reseccion tumor maligno tibia o perone,8887
8998,13549,Reseccion tumor maligno huesos pie,8888
217,13550,Alargamiento miembros inferiores,8889
2342,13551,Correccion hallux valgus,8890
2352,13552,Correccion pie cavo,8891
2353,13553,Correccion pie cavo equino,8892
2354,13554,Correccion pie convexo,8893
2355,13555,Correccion pie tallus valgus,8894
2356,13556,Correccion pie varus equino,8895
8288,13557,Reimplante de la pierna,8896
8295,13558,Reimplante de pie,8897
8151,13560,Reduccion cerrada fractura tibia y perone,8898
8148,13561,Reduccion cerrada fractura perone,8899
8150,13562,Reduccion cerrada fractura tarso y/o metatarso,8900
8127,13563,Reduccion cerrada falanges pie (una a dos),8901
8126,13564,Reduccion cerrada falanges pie (tres o mas),8902
8162,13565,Reduccion cerrada luxo fractura cuello pie,8903
8035,13570,Reduccion abierta fractura tibia y/o perone,8904
8034,13571,Reduccion abierta fractura tarso o metatarso,8905
8011,13572,Reduccion abierta fractura falanges pie (una a dos),8906
8010,13573,Reduccion abierta fractura falanges pie (tres o mas),8907
7994,13574,Reduccion abierta de luxo fractura cuello pie,8908
6974,13580,Osteosintesis en tibia o perone,8909
6959,13581,Osteosintesis de luxo fractura o fractura cuello pie,8910
6976,13582,Osteosintesis hueso de pie,8911
620,13583,Aplicacion de tutores externos,8912
330,13590,Amputacion de la pierna,8913
340,13591,Amputacion del pie,8914
328,13592,Amputacion de dedos pie (uno a dos),8915
334,13593,Amputacion dedos pie (tres o mas),8916
2703,13594,Desarticulacion pie,8917
2700,13595,Desarticulacion dedos pie (uno a dos),8918
2699,13596,Desarticulacion dedos pie (tres o mas),8919
3122,13600,Drenaje. curetaje. secuestrectomia. de esternon o costillas,8920
3118,13601,Drenaje. curetaje. secuestrectomia. de columna vertebral,8921
4146,13610,Extraccion cuerpo extrano de esternon o costillas,8922
4368,13611,Extraccion quirurgica de material de osteosintesis columna vertebral,2430
4143,13612,Extraccion cuerpo extrano de columna vertebral,8923
7026,13620,Osteotomia esternon o costillas,8924
1782,13630,Coccigectomia,8925
5636,13640,Injerto oseo en columna vertebral,8926
2909,136400,Diseccion de membrana secundaria (despues de catarata) sod,5780
8966,13641,Reseccion tumor benigno en columna vertebral,8927
8130,13650,Reduccion cerrada fractura columna cervical,8928
1388,136501,Capsulotomia,5781
1390,136502,Capsulotomia con laser,5782
8131,13651,Reduccion cerrada fractura columna dorsal o lumbar,8929
8134,13652,Reduccion cerrada fractura coxis,8930
8133,13653,Reduccion cerrada fractura costal,8931
8001,13660,Reduccion abierta fractura costal,8932
4646,136600,Fragmentacion mecanica de membrana secundaria (despues de catarata) sod,5783
7999,13661,Reduccion abierta fractura columna cervical,8933
8000,13662,Reduccion abierta fractura columna dorsal o lumbar,8934
798,13670,Artrodesis posterior de columna con instrumentacion,8935
738,13671,Artrodesis anterior de columna con instrumentacion,8936
871,13700,Artrotomia en hombro,8937
869,13701,Artrotomia en codo,8938
874,13702,Artrotomia en muneca,8939
868,13703,Artrotomia en cadera,8940
877,13704,Artrotomia en rodilla,8941
870,13705,Artrotomia en cuello de pie,8942
875,13706,Artrotomia en pie,8943
2918,1371,Disquectomia cervical. abordaje anterior sin artrodesis. un solo interespacio,8944
4170,13710,Extraccion cuerpo extrano intra articular hombro,8945
4331,137101,Extraccion extracapsular de cristalino con implante de lente intraocular suturado,5784
4168,13711,Extraccion cuerpo extrano intra articular codo,8946
4171,13712,Extraccion cuerpo extrano intra articular muneca,8947
4167,13713,Extraccion cuerpo extrano intra articular cadera,8948
4172,13714,Extraccion cuerpo extrano intra articular rodilla,8949
4169,13715,Extraccion cuerpo extrano intra articular en cuello de pie,8950
2916,1372,Disquectomia cervical. abordaje anterior con artrodesis. un solo interespacio,8951
8595,13720,Reseccion de disco intervertebral (hernia discal),8863
5390,137201,Implante de lente intraocular secundario,5785
6422,13721,Meniscectomia rodilla,8864
9517,13722,Sinovectomia rodilla,8865
2408,13723,Correccion quirurgica primaria de lesion en ligamentos de rodilla,8866
2409,13724,Correccion quirurgica rotula luxable,8867
2407,13725,Correccion quirurgica ligamentaria sustitutiva por auto injerto o aloinjerto,8868
6582,13726,Movilizacion articular bajo anestesia,8869
8446,13727,Reparacion del manguito rotador del hombro,8870
2917,1373,Disquectomia cervical. abordaje anterior sin artrodesis. dos o mas interespacios,8871
8226,13730,Reemplazo protesico de hombro,8872
8225,13731,Reemplazo protesico de codo,8873
835,13732,Artroplastia parcial de la cadera,8874
5404,13733,Implante total de cadera por protesis,8875
5405,13734,Implante total de rodilla por protesis,8876
8224,13735,Reemplazo protesico cuello de pie,8877
829,13736,Artroplastia falanges pie,8878
2915,1374,Disquectomia cervical. abordaje anterior con artrodesis. dos o mas interespacios,8879
809,13740,Artrodesis simple de columna,8880
753,13741,Artrodesis de hombro,8881
750,13742,Artrodesis de codo,8882
748,13743,Artrodesis de cadera,8883
772,13744,Artrodesis de rodilla,8884
771,13745,Artrodesis de pie (triple o cuello de pie),8885
776,13746,Artrodesis dedos pie (uno a dos),8886
775,13747,Artrodesis dedos pie (tres o mas),834
1654,1375,Cirugia de cloward,1330
8108,13750,REDUCCIÓN CERRADA DE LUXACIÓN EN HOMBRO SOD,835
8157,13751,Reduccion cerrada luxacion del codo,1331
8100,13752,Reduccion cerrada de luxacion congenita de cadera,836
8192,13753,Reduccion displasia uni o bilateral de cadera,1332
8116,13754,Reduccion cerrada de luxacion traumatica de cadera,837
8120,13755,Reduccion cerrada de luxacion traumatica de rotula,1333
8115,13756,Reduccion cerrada de luxacion traumatica cuello de pie,838
1524,1376,Cerclaje cervical,1334
7977,13760,Reduccion abierta de luxacion acromio clavicular,839
7987,13761,Reduccion abierta de luxacion escapulo humeral,1335
7983,13762,Reduccion abierta de luxacion de codo,840
7981,13763,Reduccion abierta de luxacion congenita de cadera,1336
7992,13764,Reduccion abierta de luxacion traumatica de cadera,841
7993,13765,Reduccion abierta de luxacion traumatica de rotula,1337
7982,13766,Reduccion abierta de luxacion cuello pie,2431
1528,1377,Cerclaje e injerto por listesis,842
25,1378,Abordaje transoral por lesion cervical,1338
2778,1380,Descompresion medular dorsal o dorso lumbar. por via anterior,843
9867,13800,Tenotomia,1339
4451,13801,Fasciotomia,844
2779,1381,Descompresion medular dorsal o lumbar. por via antero lateral,1340
4213,13810,Extraccion de cuerpo extrano en bolsa sinovial y/o musculo y/o tendon,1341
4308,138100,Extraccion de pseudocristalino sod,5786
2750,1382,Descomprension medular por abordaje costo vertebral,1342
8612,13820,Reseccion de ganglion,1343
8664,13821,Reseccion de miositis osificante,1344
8981,13822,Reseccion tumor de fascia y/o musculo y/o tendon,1345
1310,13823,Bursectomia,1346
8857,13824,Reseccion higroma rodilla,1347
8920,13825,Reseccion quiste popliteo (quiste de baker),1348
8582,13826,Reseccion de bolsa tendinosa. fascia. musculo o tendon,1349
9856,13827,Tenosinovectomia (enfermedad de quervain),1350
9865,13828,Tenosinovitis infecciosa,1351
2908,1383,Discolisis enzimatica,1352
9647,13830,Sutura de fascia y/o musculo y/o tendon,1353
9851,13831,Tenorrafia flexores antebrazo (uno a cuatro). con neurorrafia,1354
9850,13832,Tenorrafia flexores antebrazo (cinco o mas). con neurorrafia,1355
10221,13833,Transposicion de musculo,1356
10226,13834,Transposicion de tendon,1357
2500,13835,Cuadricepsplastia,1358
216,13836,Alargamiento del tendon de aquiles,1359
9825,13837,Tenodesis,1360
6082,13838,Liberacion de adherencias de tendon (tenolisis),1361
5966,1384,Laminectomia y seccion de los ligamentos dentados. con o sin injerto dural o cervical. uno o dos segmentos,1362
2782,13840,Descompresion nervio brazo,1363
2781,13841,Descompresion nervio antebrazo,1364
2787,13842,Descompresion nervio muslo o pierna,1365
2788,13843,Descompresion nervio pie,1366
10225,13844,Transposicion de nervio en miembro superior,8793
5965,1385,Laminectomia y seccion de los ligamentos dentados. con o sin injerto dural o cervical. mas de dos segmentos,8794
9005,13850,Reseccion tumor nervio brazo,8795
9004,13851,Reseccion tumor nervio antebrazo,8796
9006,13852,Reseccion tumor nervio muslo o pierna,8797
9007,13853,Reseccion tumor nervio pie,8798
5962,1386,Laminectomia para reseccion u oclusion de malformacion arteriovenosa de la medula. cervical. dorsal o dorso lumbar,8799
6737,13860,Neurorrafia un nervio brazo,8800
6730,13861,Neurorrafia dos nervios brazo,8801
6736,13862,Neurorrafia un nervio antebrazo,8802
6729,13863,Neurorrafia dos nervios antebrazo,8803
6726,13864,Neurorrafia de un nervio en brazo con injerto,1329
6719,13865,Neurorrafia de dos nervios en brazo con injerto,8804
6725,13866,Neurorrafia de un nervio en antebrazo con injerto,8805
6718,13867,Neurorrafia de dos nervios en antebrazo con injerto,8806
6495,1387,Microcirugia de raices. medula y nervios. por aracnoiditis,8807
6733,13870,Neurorrafia nervio muslo o pierna,8808
6732,13871,Neurorrafia nervio muslo con injerto,8809
6735,13872,Neurorrafia nervio pierna con injerto,8810
6734,13873,Neurorrafia nervio pie,8811
6701,13880,Neurolisis nervio brazo,8812
6700,13881,Neurolisis nervio antebrazo,8813
6705,13883,Neurolisis nervio pie,8814
5745,1389,Instalacion de bomba de infusion para dolor,8815
4208,140000,Extraccion de cuerpo extrano del segmento posterior,6946
406,1401,Anastomosis microquirurgica de pares craneanos. intra o extracraneana,8816
9166,1402,Rizotomia intracraneana para dolor,8817
2792,1403,Descompresion neurovascular en hemiespasmo facial. neuralgia del v par. torticolis espasmodica. vertigo o neuralgia del glosofaringeo,8818
2761,1404,Descompresion de nervio facial en penasco y fosa media,8819
7348,140402,PLUMPY NUT (ALIMENTO TERAPEUTICO),11583
6706,1405,Neurolisis percutanea con radiofrecuencia o sustancias quimicas,8820
9167,1406,Rizotomia para dolor. abordaje por fosa media,8821
9168,1407,Rizotomia para dolor. abordaje por fosa posterior,8822
4780,1408,Gangliolisis con radiofrecuencia,8823
4779,1409,Gangliolisis con fenolizacion,8824
3132,14100,Drenaje. curetaje. secuestrectomia. huesos carpo,8825
3133,14101,Talamotomia por estereotaxia [estimulacion y/o ablacion de uno de sus nucleos],8826
3134,14102,Drenaje. curetaje. secuestrectomia. metacarpianos (tres o mas),8827
3129,14103,Drenaje. curetaje. secuestrectomia. falanges (una a dos),2432
3128,14104,Drenaje. curetaje. secuestrectomia. falanges (tres o mas),8828
4157,14110,Extraccion cuerpo extrano en mano (excepto dedos),8829
9012,14111,Reseccion tumor oseo benigno en mano. sin injerto,8830
9011,14112,Reseccion tumor oseo benigno en mano. con injerto,8831
8994,14113,Reseccion tumor maligno en mano,8832
4156,14114,Extraccion cuerpo extrano en dedos,8833
7020,14120,Osteotomia en metacarpiano,8834
7014,14121,Osteotomia en falange,8835
5038,14122,Hemidiafisectomia metacarpianos (uno a dos),8836
5037,14123,Hemidiafisectomia metacarpianos (tres o mas),8837
5034,14124,Hemidiafisectomia falanges (una a dos),8838
5033,14125,Hemidiafisectomia falanges (tres o mas),8839
1455,14130,Carpectomia (uno a dos) huesos,8840
1454,14131,Carpectomia (tres o mas) huesos,8841
8548,14132,Reseccion cabeza de metacarpianos (uno a dos),8842
8549,14133,Reseccion cabeza de metacarpianos (tres o mas),8843
8544,14134,Reseccion cabeza de falange (una o dos),8844
8545,14135,Reseccion cabeza de falange (tres o mas),8845
5650,14140,Injerto oseo en huesos carpo (excepto escafoides),8846
5641,14141,Injerto oseo en escafoides,8847
5656,14142,Injerto oseo en metacarpianos (uno a dos),8848
5655,14143,Injerto oseo en metacarpianos (tres o mas),8849
5644,14144,Injerto oseo en falanges (una a dos),8850
5643,14145,Injerto oseo en falanges (tres o mas),8851
8144,14150,Reduccion cerrada fractura huesos carpo,8852
8146,14151,Reduccion cerrada fractura metacarpianos,8853
8142,14152,Reduccion cerrada fractura falanges mano,8854
8163,14153,Reduccion cerrada luxofractura de bennet,8855
8155,14154,Reduccion cerrada luxacion carpiana,8856
8156,14155,Reduccion cerrada luxacion carpometacarpiana,8857
8160,14156,Reduccion cerrada luxacion metacarpofalangica (una a dos),8858
8161,14157,Reduccion cerrada luxacion metacarpofalangica (tres o mas),8859
8158,14158,Reduccion cerrada luxacion interfalangica (una a dos),8860
8159,14159,Reduccion cerrada luxacion interfalangica (tres o mas),8861
8014,14160,Reduccion abierta fractura huesos carpo,8862
8020,14161,Reduccion abierta fractura metacarpianos (uno a dos),8722
8019,14162,Reduccion abierta fractura metacarpianos (tres o mas),8723
8013,14163,Reduccion abierta fractura falanges mano (una a dos),8724
8012,14164,Reduccion abierta fractura falanges mano (tres o mas),8725
8017,14165,Reduccion abierta fractura intra articular mano (una a dos),8726
8016,14166,Reduccion abierta fractura intra articular mano (tres o mas),8727
8043,14170,Reduccion abierta o percutanea fractura o luxo fractura de bennet,8728
8037,14171,Reduccion abierta luxacion carpiana,8729
8038,14172,Reduccion abierta luxacion carpometarpiana,8730
8041,14173,Reduccion abierta luxacion metacarpofalangica (una a dos),1328
8042,14174,Reduccion abierta luxacion metacarpofalangica (tres o mas),8731
8040,14175,Reduccion abierta luxacion interfalangica (una a dos),8732
8039,14176,Reduccion abierta luxacion interfalangica (tres o mas),8733
358,14180,Amputacion y/o desarticulacion dedos mano (uno a dos),8734
357,14181,Amputacion y/o desarticulacion dedos mano (tres o mas),8735
329,14182,Amputacion de la mano,8736
9141,14183,Revision y/o reconstruccion munon de amputacion dedos mano (uno a dos),8737
9140,14184,Revision y/o reconstruccion munon de amputacion dedos mano (tres o mas),8738
9142,14185,Revision y/o reconstruccion munon de amputacion mano,8739
6540,14200,Miotomia mano,8740
6530,14201,Palidotomia por estereotaxia,8741
6532,14202,Miorrafia flexores mano (uno a dos),8742
6531,14203,Miorrafia flexores mano (tres o mas),8743
4128,14204,Extirpacion tumor musculo,8744
9849,14210,Tenorrafia extensores mano (uno a dos),8745
13,142100,Ablacion de lesion corioretinal. por diatermia o crioterapia sod,6947
9848,14211,Tenorrafia extensores mano (tres o mas),8746
9847,14212,Tenorrafia extensores dedos (cada uno),8747
9854,14213,Tenorrafia flexores mano (uno a cuatro). con neurorrafias,8748
9853,14214,Tenorrafia flexores mano (cinco o mas) con neurorrafias,8749
9852,14215,Tenorrafia flexores dedos (cada uno),8750
9828,14220,Tenodesis mano (uno a dos),8751
